# gruntz_functions.tsv - census of every retail function RVA the source
# tree labels (rva, current name, owning unit). BUILD-INTEGRITY floor: an
# RVA that vanishes from a build fails `gruntz build --full`; see
# gruntz.audit.function_census. Moves and renames are not losses - the row
# follows the label. The floor is HEAD's copy of this file unioned with
# the working tree, so deliberately removing a WRONG label means deleting
# its row here and committing the deletion.
rva	name	unit
0x07fca0	?GetDisplayedValue@CGruntToyTimeSprite@@UAEHPAVCGrunt@@@Z	grunttoytimesprite
0x07fcc0	??0CGruntWingzTimeSprite@@QAE@PAUCGameObject@@@Z	gruntwingztimesprite
0x07fd90	?GetDisplayedValue@CGruntWingzTimeSprite@@UAEHPAVCGrunt@@@Z	gruntwingztimesprite
0x07fdb0	??0CGruntPowerupSprite@@QAE@PAUCGameObject@@@Z	gruntpowerupsprite
0x080020	?FireActivation@CGruntPowerupSprite@@UAEXH@Z	gruntpowerupsprite
0x080180	?RegisterActs@CGruntPowerupSprite@@SAXXZ	gruntpowerupsprite
0x080380	?SetCell@CGruntPowerupSprite@@QAEHHHH@Z	gruntpowerupsprite
0x080410	?Update@CGruntPowerupSprite@@QAEHXZ	gruntpowerupsprite
0x080490	?SerializeMove@CGruntPowerupSprite@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	gruntpowerupsprite
0x080850	??0CGruntzApp@@QAE@XZ	gruntzapp
0x080880	??_GCGruntzApp@@UAEPAXI@Z	gruntzapp
0x0808b0	??1CGruntzApp@@UAE@XZ	gruntzapp
0x080930	?Init@CGruntzApp@@UAEHPAUHINSTANCE__@@PAD11HHH@Z	gruntzapp
0x080980	?CloseResources@CGruntzApp@@UAEXXZ	gruntzapp
0x0809a0	?InitializeGameWindow@CGruntzApp@@UAEPAVCGameWnd@@XZ	gruntzapp
0x080a20	?InitializeGameManager@CGruntzApp@@UAEPAVCGameMgr@@XZ	gruntzapp
0x080aa0	?HandleCommand@CGruntzApp@@UAEHHW4GruntzCommandId@@H@Z	gruntzapp
0x080ac0	?ShowError@CGruntzApp@@UAEXXZ	gruntzapp
0x080c00	?ShowMessage@CGruntzApp@@QAEXPBDPAUHWND__@@@Z	gruntzapp
0x080c70	?ErrorDialogProc@CGruntzApp@@SGHPAUHWND__@@IIJ@Z	gruntzapp
0x080cf0	??1CGameApp@@UAE@XZ	gruntzapp
0x080d20	?InitDefault@CGameApp@@UAEHPAUHINSTANCE__@@PAD@Z	gameappcomdats
0x080d60	?HasWindowAndManager@CGameApp@@UAEHXZ	gameappcomdats
0x080d90	?HandleCommand@CGameApp@@UAEHHW4GruntzCommandId@@H@Z	gameappcomdats
0x080db0	?ShowError@CGameApp@@UAEXXZ	gruntzapp
0x080dd0	??_GCGameApp@@UAEPAXI@Z	gruntzapp
0x0810f0	?LoadAttributes@CGruntzMapMgr@@QAEHHH@Z	brickzload
0x081e10	?SearchEdge@CMapMgr@@QAEHHHHHPAXHHH@Z	brickz
0x082030	?UpdateDiagonals@CMapMgr@@QAEHPAVCGruntzMgr@@@Z	brickz
0x082250	?LineIsClear@CMapMgr@@QAEHHHHH@Z	brickz
0x082430	?Visit@CGruntzMapMgr@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@H@Z	gruntzmapmgr
0x082600	?LookupTile@CGameLevel@@QAE?AW4TileCollisionKind@@HH@Z	gamelevel
0x083030	??0CGruntzMgr@@QAE@XZ	gruntzmgr
0x083260	??1GruntzPlayer@@QAE@XZ	play
0x0832e0	??1PlayerLatency@@QAE@XZ	gruntzplayer
0x083300	?IsActive@CGruntzMgr@@UAEHXZ	gruntzmgr
0x083330	??_GCGruntzMgr@@UAEPAXI@Z	gruntzmgr
0x083360	??1CGruntzMgr@@UAE@XZ	gruntzmgr
0x083450	?Run@CGruntzMgr@@UAEHPAVCGameWnd@@PAD@Z	rezsync
0x0853f0	?IsCellClear@CMapMgr@@UAEHHH@Z	brickz
0x085460	??_FCPtrList@@QAEXXZ	multi
0x085480	?Reset@CGruntzMapMgr@@UAEXXZ	gruntzmapmgr
0x085500	?GetRezPath@CGruntzMgr@@QAE?AVCString@@XZ	rezsync
0x085540	??1CGameMgr@@UAE@XZ	gruntzmgr
0x085560	?IsActive@CGameMgr@@UAEHXZ	gruntzmgr
0x085580	?HandleCommand@CGameMgr@@UAEHHW4GruntzCommandId@@H@Z	gruntzmgr
0x0855a0	??_GCGameMgr@@UAEPAXI@Z	gruntzmgr
0x0855e0	?Close@CGruntzMgr@@UAEXXZ	gruntzmgr
0x085b50	??1CSaveGame@@QAE@XZ	gruntzmgr
0x085bd0	??1CGruntzCmdMgr@@QAE@XZ	gruntzcmdmgr
0x085c50	??1CTriggerMgr@@QAE@XZ	triggermgr
0x085d10	??1CGruntzMapMgr@@QAE@XZ	gruntzmapmgr
0x085df0	??1CGruntSpawnConfig@@QAE@XZ	gruntspawnconfig
0x085e60	??1CCheatMgr@@QAE@XZ	cheatmgr
0x085ed0	??1CWorldSoundSet@@QAE@XZ	gruntzmgr
0x085f40	??1CFontConfig@@QAE@XZ	fontconfig
0x085fc0	??1DirectInputMgr2@@QAE@XZ	gruntzmgr
0x086040	??1CGruntzSoundZ@@QAE@XZ	gruntzsoundz
0x0860b0	?UpdateScoreHud@CGruntzMgr@@QAEXXZ	gruntzmgr
0x0861e0	?AccrueScoreTime@CGruntzMgr@@QAEXXZ	gruntzmgr
0x0862f0	?HandleCommand@CGruntzMgr@@UAEHHW4GruntzCommandId@@H@Z	gruntzmgrcmd
0x08b740	?PerFrameTick@CGruntzMgr@@UAEHXZ	rezmgr
0x08b8c0	?PumpIdleFrame@@YAHXZ	gruntzmgr
0x08b960	?TransitionState@CGruntzMgr@@QAEHW4GameStateId@@HHH@Z	gruntzmgr
0x08c3d0	??_GCRgn@@UAEPAXI@Z	gruntzmgr
0x08c400	??1CRgn@@UAE@XZ	creditsstate
0x08c470	??1CState@@UAE@XZ	gruntzmgr
0x08c490	?IsActive@CState@@UAEHXZ	multi
0x08c4b0	?Update@CState@@UAE?AW4GameStateId@@XZ	multi
0x08c4d0	?Render@CState@@UAEHXZ	multi
0x08c4f0	?RestoreDisplay@CState@@UAEHXZ	multi
0x08c510	?EnterState@CState@@UAEHW4GameStateId@@@Z	multi
0x08c530	?LeaveState@CState@@UAEHW4GameStateId@@@Z	gruntzmgr
0x08c550	?OnChar@CState@@UAEHHH@Z	multi
0x08c570	?OnKeyDown@CState@@UAEHHH@Z	multi
0x08c590	?OnKeyUp@CState@@UAEHHH@Z	multi
0x08c5b0	?OnLButtonDown@CState@@UAEHHHH@Z	multi
0x08c5d0	?OnLButtonUp@CState@@UAEHHHH@Z	multi
0x08c5f0	?OnLButtonDblClk@CState@@UAEHHHH@Z	multi
0x08c610	?OnRButtonDown@CState@@UAEHHHH@Z	multi
0x08c630	?OnRButtonUp@CState@@UAEHHHH@Z	multi
0x08c650	?OnRButtonDblClk@CState@@UAEHHHH@Z	multi
0x08c670	?OnMouseMove@CState@@UAEHHHH@Z	multi
0x08c690	?CompleteLevel@CState@@UAEHXZ	multi
0x08c6b0	?UnusedStateAction@CState@@UAEHXZ	multi
0x08c6d0	?PauseGame@CState@@UAEHXZ	multi
0x08c6f0	?ResumeGame@CState@@UAEHXZ	multi
0x08c710	??_GCState@@UAEPAXI@Z	gruntzmgr
0x08c750	??0CState@@QAE@XZ	gruntzmgr
0x08c830	??1CPlay@@UAE@XZ	gruntzmgr
0x08c910	?Update@CPlay@@UAE?AW4GameStateId@@XZ	multi
0x08c930	?UnusedPlayQuery@CPlay@@UAEHXZ	multi
0x08c950	?GetFrame@CPlay@@UAEHXZ	multi
0x08c970	?OnMouseMove@CPlay@@UAEHHHH@Z	multi
0x08c9a0	??_GCPlay@@UAEPAXI@Z	gruntzmgr
0x08c9d0	??0CPlay@@QAE@XZ	gruntzmgr
0x08cd40	?Update@CAttract@@UAE?AW4GameStateId@@XZ	gruntzmgr
0x08cd60	??_GCAttract@@UAEPAXI@Z	attractstate
0x08cd90	??1CAttract@@UAE@XZ	attractstate
0x08ce10	?Update@CMenuState@@UAE?AW4GameStateId@@XZ	menustate
0x08ce30	??_GCMenuState@@UAEPAXI@Z	gruntzmgr
0x08ce60	??1CMenuState@@UAE@XZ	menustate
0x08cee0	?Update@CHelpState@@UAE?AW4GameStateId@@XZ	helpstate
0x08cf00	??_GCHelpState@@UAEPAXI@Z	gruntzmgr
0x08cf30	??1CHelpState@@UAE@XZ	helpstate
0x08cfb0	?Update@CSplashState@@UAE?AW4GameStateId@@XZ	helpstate
0x08cfd0	??_GCSplashState@@UAEPAXI@Z	gruntzmgr
0x08d000	??1CSplashState@@UAE@XZ	helpstate
0x08d080	?Update@CDemo@@UAE?AW4GameStateId@@XZ	helpstate
0x08d0a0	??_GCDemo@@UAEPAXI@Z	gruntzmgr
0x08d0d0	??1CDemo@@UAE@XZ	gruntzmgr
0x08d1e0	?Update@CMulti@@UAE?AW4GameStateId@@XZ	gruntzmgr
0x08d200	?UnusedPlayQuery@CMulti@@UAEHXZ	gruntzmgr
0x08d220	?GetFrame@CMulti@@UAEHXZ	gruntzmgr
0x08d240	??_GCMulti@@UAEPAXI@Z	gruntzmgr
0x08d270	??1CMulti@@UAE@XZ	multi
0x08d3f0	?Update@CBootyState@@UAE?AW4GameStateId@@XZ	gruntzmgr
0x08d410	??_GCBootyState@@UAEPAXI@Z	bootystateactivate
0x08d440	??1CBootyState@@UAE@XZ	bootystateactivate
0x08d4c0	?Update@CMultiBootyState@@UAE?AW4GameStateId@@XZ	gruntzmgr
0x08d4e0	??_GCMultiBootyState@@UAEPAXI@Z	bootystateactivate
0x08d510	??1CMultiBootyState@@UAE@XZ	bootystateactivate
0x08d590	?Update@CCreditsState@@UAE?AW4GameStateId@@XZ	gruntzmgr
0x08d5b0	??_GCCreditsState@@UAEPAXI@Z	creditsstate
0x08d5e0	??1CCreditsState@@UAE@XZ	creditsstate
0x08d6a0	?SwitchToNextState@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08d780	?PassClickToPlayState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08d850	?GoToNextLevel@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08d910	?GoToPrevLevel@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08d9d0	?ForwardCharToState@CGruntzMgr@@QAEHHH@Z	gruntzmgr
0x08da00	?ForwardKeyDownToState@CGruntzMgr@@QAEHHH@Z	gruntzmgr
0x08da30	?ForwardKeyUpToState@CGruntzMgr@@QAEHHH@Z	gruntzmgr
0x08da60	?ForwardLButtonDownToState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08daa0	?ForwardLButtonUpToState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08dae0	?ForwardLButtonDblClkToState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08db20	?ForwardRButtonDownToState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08db60	?ForwardRButtonUpToState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08dba0	?ForwardRButtonDblClkToState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08dbe0	?ForwardMouseMoveToState@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08dc20	?XorLiveObjectFlags@CGruntzMgr@@QAEXH@Z	gruntzmgr
0x08dc60	?ReportError@CGruntzMgr@@QAEXIJ@Z	gruntzmgr
0x08dc90	?RegisterLevelAssetKeys@CGruntzMgr@@QAEXXZ	gruntzmgr
0x08dd80	?GetCapsChecked@CDDrawPtrCollections@@QAEHXZ	gruntzmgr
0x08ddd0	?RestoreVideoMode@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x08de70	?CheckSavedMode@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08df00	?SetVideoMode@CGruntzMgr@@QAEHHHH@Z	gruntzmgr
0x08e1d0	?CheckDisplayBoundsA@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08e2b0	?CheckDisplayBoundsB@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08e3a0	?GetRect@CGruntzMgr@@QAEPAUtagRECT@@PAU2@@Z	gruntzmgr
0x08e470	?HandleDebugPosition@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08e4e0	?WarpDialogProc@@YGHPAUHWND__@@IIJ@Z	gruntzmgr
0x08e6c0	?OnCheckpointReached@CGruntzMgr@@QAEXXZ	gruntzmgr
0x08e780	?DebugJumpLevel@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08e7c0	?JumpLevelDialogProc@@YGHPAUHWND__@@IIJ@Z	gruntzmgr
0x08e880	?RegisterSetSkillDebugCmd@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08e8c0	?SetSkillLevelDialogProc@@YGHPAUHWND__@@IIJ@Z	gruntzmgr
0x08e980	?FinishLevel@CGruntzMgr@@QAEHHH@Z	gruntzmgr
0x08eaf0	?WarpCheat@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08ec50	?CheckPlayState@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08eca0	?InitializeLobbyConnectionSettings@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08ee70	?ShowMessageBox@CGruntzMgr@@QAEHPBDI@Z	gruntzmgr
0x08ef10	?EnterModalUI@CGruntzMgr@@QAEXPBD@Z	gruntzmgr
0x08efe0	?ToggleObjectLayer@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08f060	?ToggleHeightLayer@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08f0b0	?ToggleBaseLayer@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08f120	?LaunchWebBrowser@CGruntzMgr@@QAEHPAD@Z	gruntzmgr
0x08f2f0	?PollUnlessIdle@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08f340	?CaptureWorldFile@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08f480	?ClearWorldFile@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08f4f0	?ResetClockGlobals@CGruntzMgr@@QAEXXZ	gruntzmgr
0x08f530	?DelayedQuit@CGruntzMgr@@QAEXXZ	gruntzmgr
0x08f620	?RefreshGameClock@CGruntzMgr@@QAEXXZ	gruntzmgr
0x08f6a0	?AdvanceFrame@CGruntzMgr@@QAEXHH@Z	gruntzmgr
0x08f740	?UnloadSoundChain@CGruntzMgr@@QAEXXZ	gruntzmgr
0x08f7b0	?SetGameClock@CGruntzMgr@@QAEXHHH@Z	gruntzmgr
0x08f7f0	?RecomputeViewScale@CGruntzMgr@@QAEXXZ	gruntzmgr
0x08f980	?IsStandardMode@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08f9c0	?AppendChatMessage@CGruntzMgr@@QAEHPAD@Z	gruntzmgr
0x08f9f0	?ShowToggleMessage@CGruntzMgr@@QAEHPADH@Z	gruntzmgr
0x08fa40	?IsInPlayState@CGruntzMgr@@QAEHXZ	gruntzmgr
0x08fa70	?GetGruntzDriveLetter@CGruntzMgr@@QAEDXZ	gruntzmgr
0x08fab0	?ChangeState@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x08fea0	??0CFecFile@@QAE@XZ	gruntzmgr
0x08ff30	?BuildMoviePath@CGruntzMgr@@QAE?AVCString@@W4MovieId@@@Z	gruntzmgr
0x0901d0	?IsMoviePathValid@CGruntzMgr@@QAEHXZ	gruntzmgr
0x090200	?RunFromState@CGruntzMgr@@QAEHXZ	gruntzmgr
0x090220	?Post@CGruntzMgr@@QAEXH@Z	gruntzmgr
0x090260	?RunModalDialog@CGruntzMgr@@QAEHPBDP6GHPAUHWND__@@IIJ@ZH@Z	gruntzmgr
0x0903f0	?ExitModalUI@CGruntzMgr@@QAEHPAVCDialog@@H@Z	gruntzmgr
0x090550	?LaunchPortalExe@@YGHPAD@Z	gruntzmgr
0x0907c0	?LaunchPortal@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x090860	?LaunchProcessInDir@CGruntzMgr@@QAEHPAD0@Z	gruntzmgr
0x090980	?TopState@CGruntzMgr@@QAEPAVCState@@XZ	gruntzmgr
0x0909b0	?PushState@CGruntzMgr@@QAEXPAVCState@@@Z	gruntzmgr
0x0909e0	?PopTopIfMatches@CGruntzMgr@@QAEHPAVCState@@@Z	gruntzmgr
0x090a50	?ClearStateStack@CGruntzMgr@@QAEXXZ	gruntzmgr
0x090aa0	?CheckMovieFileExists@CGruntzMgr@@QAEHXZ	gruntzmgr
0x090ac0	?ReportWorldStatus@CGruntzMgr@@QAEXW4WorldInitReportTag@@@Z	gruntzmgr
0x090d10	?LoadMonologoSprite@CGruntzMgr@@QAEHXZ	gruntzmgr
0x090f10	?CheatRevealTreasures@CGruntzMgr@@QAEHXZ	gruntzmgr
0x0910d0	?SetGruntColor@CGruntzMgr@@QAEHPAVCDDrawWorker@@PBDH@Z	gruntzmgr
0x091170	?SetColorDepth@CGruntzMgr@@QAEHW4ColorDepth@@@Z	gruntzmgr
0x091250	?CheatSkeletonToggle@CGruntzMgr@@QAEXXZ	gruntzmgr
0x091390	?CheatEclipseToggle@CGruntzMgr@@QAEXXZ	gruntzmgr
0x091500	?IsLobbyHostReady@CGruntzMgr@@QAEHXZ	gruntzmgr
0x0915d0	?MuteMusicIfActive@CGruntzMgr@@QAEXH@Z	gruntzmgr
0x091620	?RestoreMusicVolumeIfActive@CGruntzMgr@@QAEXH@Z	gruntzmgr
0x091670	?MakeRezPath@CGruntzMgr@@QAEHXZ	gruntzmgr
0x0919d0	?SetSoundVolume@CGruntzMgr@@QAEXH@Z	gruntzmgr
0x091a10	?SetVoiceVolume@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x091a40	?LoadWorldMode@CGruntzMgr@@QAEHW4ColorDepth@@@Z	gruntzmgr
0x091e20	?ResetWorldState@CGruntzMgr@@QAEHXZ	gruntzmgr
0x092000	?StopBankIfActive@CGruntzMgr@@QAEXXZ	gruntzmgr
0x092030	?StopBank0IfActive@CGruntzMgr@@QAEXXZ	gruntzmgr
0x092060	?SetAssetRoot@CGruntzMgr@@QAEHPAD@Z	gruntzmgr
0x0920b0	?TickStateMgrs@CGruntzMgr@@QAEHXZ	gruntzmgr
0x0920e0	?PostSlotCommandB1@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x092130	?PostSlotCommandB6@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x092180	?ScanObjectsInRadius@CGruntzMgr@@QAEHHHHHP6AHPAUCGameObject@@H@ZH@Z	gruntzmgr
0x092250	?ScanObjectsInRect@CGruntzMgr@@QAEHHHPAUtagRECT@@HP6AHPAUCGameObject@@H@ZH@Z	gruntzmgr
0x092340	?SetRunState@CGruntzMgr@@QAEXH@Z	gruntzmgr
0x0923b0	?SetSoundLevelState@CGruntzMgr@@QAEXH@Z	gruntzmgr
0x092420	?LoadSaveMessageSprite@CGruntzMgr@@QAEHXZ	gruntzmgr
0x092500	?RunLoadGameDialog@CGruntzMgr@@QAEHXZ	gruntzmgr
0x092530	?Quicksave@CGruntzMgr@@QAEHXZ	gruntzmgr
0x092710	?Quickload@CGruntzMgr@@QAEHXZ	gruntzmgr
0x0927b0	?FillSaveInfo@CGruntzMgr@@QAEHPAUSaveSlot@@PAX@Z	gruntzmgr
0x0928c0	?GetWorldFileName@CGruntzMgr@@QAE?AVCString@@XZ	playassetload
0x092900	?FindStateById@CGruntzMgr@@QAEPAVCState@@W4GameStateId@@@Z	gruntzmgr
0x092990	?PickPlayOrPausedState@CGruntzMgr@@QAEPAVCPlay@@XZ	gruntzmgr
0x0929b0	?PickPausedThenPlayState@CGruntzMgr@@QAEPAVCState@@XZ	gruntzmgr
0x0929e0	?RunDebugGruntTypeDialog@CGruntzMgr@@QAEHXZ	gruntzmgr
0x092a30	?PsycheDialogProc@@YGHPAUHWND__@@IIJ@Z	gruntzmgr
0x092ab0	?DebugGruntTypeDialogProc@@YGHPAUHWND__@@IIJ@Z	gruntzmgr
0x092d50	?LoadOptionsSlotName@CGruntzMgr@@QAEHHHHHHABVCString@@H@Z	gruntzmgr
0x092da0	?ResetOptionsSlot@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x092df0	?ResetAllOptionsSlots@CGruntzMgr@@QAEXXZ	gruntzmgr
0x092e30	?CountReadyOptionsSlots@CGruntzMgr@@QAEHH@Z	gruntzmgr
0x092e80	?FindOptionsSlot@CGruntzMgr@@QAEPAVGruntzPlayer@@H@Z	gruntzmgr
0x092ec0	?ClearOptionsSlots@CGruntzMgr@@QAEXXZ	gruntzmgr
