# Retail GRUNTZ.EXE link order - DERIVED, do not hand-edit.
# Ascending band-start rva IS the link order (contributions append in
# arrival order): one row per unit's contiguous contribution band.
# Regenerator: gruntz-old/audit/link_line.py (frozen) until the rebuild grows one.
#
# Mechanism (docs/link-text-layout.md): .text contributions append in arrival
# order, so ascending band-start RVA == the order the objects reached link.exe.
# class=cmdline rows are the command line itself (evidence `thunk(n)` = proven by
# n incremental-thunk targets; `position` = inferred from the boundary only).
# class=lib rows follow in library PULL order - a resolution artifact; the .LIB
# member order on disk is NOT recoverable from layout. class=comdat-owner rows
# are not link-line objects (their bodies were COMDATs kept inside a host's
# contribution) and carry no seq. `xcu:<n>` = first CRT-init-table slot, an
# independent corroboration of the sequence (0 inversions measured). n = pinned
# bodies inside the band. Notes: `interleaves:` = tu-partition backlog, order
# between those members is ambiguous; `pool-region` = band inside a COMDAT-pool
# window; `multi-region` = conflated TU, ordered by its first region.
#
# seq	unit	start	end	class	module	n	evidence	notes
0	actionarea	0x00007c70	0x000086dd	cmdline	Gruntz	7	thunk(7),xcu:209
1	zdarrayderived	0x00008720	0x00008775	cmdline	Gruntz	2	thunk(2)
2	userlogic	0x00008a50	0x00008d62	cmdline	Gruntz	5	thunk(5)
3	actionoptionsmenubar	0x000090a0	0x0000a0bc	cmdline	Gruntz	12	thunk(12)
4	gameobjectlogictypes	0x0000a3c0	0x0000aaa2	cmdline	Gruntz	1	thunk(1)
5	advancedoptions	0x0000afc0	0x0000b2f5	cmdline	Gruntz	5	thunk(5),xcu:243
6	worldsoundset	0x0000b5f0	0x0000ce65	cmdline	Gruntz	30	thunk(30)
7	gamesave	0x0000d180	0x0000d1f4	cmdline	Io	1	thunk(1)
8	serialobjectfactory	0x0000d220	0x0000ec34	cmdline	Gruntz	2	thunk(2)
9	donothing	0x0000f6e0	0x0000f857	cmdline	Gruntz	2	thunk(2)	pool-region
10	behindcandy	0x0000fba0	0x0000fbe7	cmdline	Gruntz	1	thunk(1)	pool-region
11	eyecandy	0x0000fcd0	0x0000fd17	cmdline	Gruntz	1	thunk(1)	pool-region
12	leveltime	0x000119c0	0x00011a07	cmdline	Gruntz	1	thunk(1)	pool-region
13	serializesyncmarker	0x00013620	0x000136ac	cmdline	Gruntz	1	thunk(1)
14	attractstate	0x00013fc0	0x0001482a	cmdline	Gruntz	10	thunk(10)
15	dialogs	0x00014b20	0x00017658	cmdline	Gruntz	47	thunk(46)
16	battlezdlgcolors	0x00017940	0x00018096	cmdline	Gruntz	7	thunk(7)
17	customleveldlg	0x000180f0	0x0001842e	cmdline	Gruntz	3	thunk(3)
18	bootystateactivate	0x00018840	0x0001f99c	cmdline	Gruntz	44	thunk(44),xcu:321
20	startupprompt	0x0001f9c0	0x0001fc92	cmdline	Gruntz	1	thunk(1)
21	winapicdrom	0x0001fd60	0x00020182	cmdline	Utils	4	thunk(4)
22	chatboxowner	0x000204f0	0x000212d1	cmdline	Gruntz	8	thunk(8)
23	fontconfig	0x000218f0	0x0002298a	cmdline	Gruntz	12	thunk(12)
24	cheatmgr	0x00022a60	0x0002311c	cmdline	Gruntz	6	thunk(6)
25	checkpointdlg	0x00023430	0x00023551	cmdline	Gruntz	4	thunk(4),xcu:366
26	gruntzcmdmgr	0x00023960	0x00024a70	cmdline	Gruntz	39	thunk(39)
27	battlezmapconfig	0x00024d50	0x000312a4	cmdline	Gruntz	40	thunk(40)
28	battlezunitstep	0x000315a0	0x000327ad	cmdline	Gruntz	4	thunk(4)
29	grunttilescan	0x00032c70	0x000330b8	cmdline	Gruntz	1	thunk(1)
30	gruntstatestep	0x000334b0	0x00034073	cmdline	Gruntz	1	thunk(1)
31	battlezspecialanim	0x00034380	0x00034914	cmdline	Gruntz	3	thunk(3)
32	battlezspawncheck	0x00034c00	0x00034d33	cmdline	Gruntz	1	thunk(1)
33	battlezrepath	0x00035060	0x000351ef	cmdline	Gruntz	2	thunk(2)
34	battlezreserveplace	0x000354e0	0x00035532	cmdline	Gruntz	1	thunk(1)
35	battlezretarget	0x00035830	0x00035b06	cmdline	Gruntz	1	thunk(1)
36	tilescan	0x00035ea0	0x00035ff5	cmdline	Gruntz	1	thunk(1)
37	videoconfig	0x00036330	0x000373a0	cmdline	Gruntz	16	thunk(16)
38	videooptions	0x00037700	0x00037820	cmdline	Gruntz	3	thunk(3)
39	bzkinddispatch	0x00037830	0x000378a0	cmdline	Gruntz	1	thunk(1)
40	keyedlist	0x000378c0	0x00037a2a	cmdline	Gruntz	3	thunk(3)
41	latencylist	0x00037a60	0x00037ed3	cmdline	Net	5	thunk(5)
42	slotcombofill	0x00037f10	0x00038101	cmdline	Gruntz	3	thunk(3)
43	statemgrbz	0x000381e0	0x000386d0	cmdline	Gruntz	7	thunk(7)
44	inputdeviceconfig	0x000386e0	0x00038912	cmdline	Gruntz	2	thunk(2)
45	creditsstate	0x00038c40	0x0003a10d	cmdline	Gruntz	17	thunk(17)
48	cursorsnapsprite	0x0003a120	0x0003a5d2	cmdline	Gruntz	3	thunk(3)
49	cursorsnapactreg	0x0003a630	0x0003a847	cmdline	Gruntz	2	thunk(2),xcu:503
50	customworlddialog	0x0003acb0	0x0003bb98	cmdline	Gruntz	10	thunk(10),xcu:513
51	demo	0x0003bec0	0x0003c426	cmdline	Gruntz	8	thunk(8)
52	dircellmethods	0x0003c710	0x0003de01	cmdline	Gruntz	17	thunk(17)
53	gruntstartingpoint	0x0003de50	0x0003e423	cmdline	Gruntz	4	thunk(4),xcu:550
54	gruntcreationpoint	0x0003e440	0x0003ebf7	cmdline	Gruntz	5	thunk(5),xcu:551
55	exittrigger	0x0003ec10	0x0003f0a7	cmdline	Gruntz	2	thunk(2)
56	wormholeacts	0x0003f1b0	0x0003f49d	cmdline	Gruntz	2	thunk(2),xcu:552
57	fortconquered	0x0003f510	0x0003fa36	cmdline	Gruntz	1	thunk(1)
58	wormhole	0x0003fb90	0x00041cd2	cmdline	Gruntz	20	thunk(20),xcu:553
59	secretteleportertrigger	0x00041db0	0x00042bf3	cmdline	Gruntz	8	thunk(8),xcu:556
60	warlord	0x00042c60	0x00045be1	cmdline	Gruntz	16	thunk(16),xcu:558
61	fortressflag	0x00045c50	0x0004755d	cmdline	Gruntz	15	thunk(15),xcu:559
62	rockbreakeffectupdate	0x000475d0	0x00047639	cmdline	Gruntz	1	thunk(1)
63	grunt	0x00047930	0x00050020	cmdline	Gruntz	23	thunk(23)
64	grunttubeanim	0x00050920	0x00050ae5	cmdline	Gruntz	1	thunk(1)
65	gruntsteps	0x00050b70	0x00055030	cmdline	Gruntz	16	thunk(16),xcu:577
66	gamestaterecordload	0x000554b0	0x000567a8	cmdline	Gruntz	1	thunk(1)
67	gruntdatarecord	0x00056c70	0x00056e14	cmdline	Gruntz	2	thunk(2)
68	gruntcombat	0x00056e50	0x0005cf54	cmdline	Gruntz	24	thunk(24),xcu:599
69	gruntassetloaders	0x00060020	0x00060df0	cmdline	Gruntz	1	thunk(1)
70	gruntbehaviorleaf	0x00061170	0x0006155d	cmdline	Gruntz	2	thunk(2)
71	gruntentrancearrival	0x000615b0	0x00065cc5	cmdline	Gruntz	22	thunk(22)
72	gruntpickupload	0x00065d50	0x000671f0	cmdline	Gruntz	1	thunk(1)
73	gruntentrancemove	0x00067720	0x0006b22a	cmdline	Gruntz	14	thunk(14)
74	triggermgrgrid	0x0006b510	0x0006e9f5	cmdline	Gruntz	18	thunk(18)
75	goowellmgr	0x0006ea50	0x0006f03f	cmdline	Gruntz	1	thunk(1)
76	triggermgrhittest	0x0006f1c0	0x00075cea	cmdline	Gruntz	3	thunk(3)
77	terraintileloader	0x00075d60	0x00077160	cmdline	Gruntz	1	thunk(1)
78	brickzcellflags	0x00077660	0x00077dfd	cmdline	Gruntz	3	thunk(3)
79	triggermgr	0x00077e50	0x0007d6ea	cmdline	Gruntz	48	thunk(48)
80	gruntpuddle	0x0007d730	0x0007d755	cmdline	Gruntz	1	thunk(1)
81	gruntindicatorlogicdispatch	0x0007da40	0x0007e2b1	cmdline	Gruntz	7	thunk(7)
82	gruntselectedsprite	0x0007e300	0x0007e9ff	cmdline	Gruntz	6	thunk(6),xcu:631
83	grunthealthsprite	0x0007ea20	0x0007f233	cmdline	Gruntz	7	thunk(7),xcu:632
84	grunttoysprite	0x0007f270	0x0007f9c9	cmdline	Gruntz	6	thunk(6),xcu:633
85	gruntstaminasprite	0x0007fa00	0x0007fadd	cmdline	Gruntz	2	thunk(2)
86	grunttoytimesprite	0x0007faf0	0x0007fbcd	cmdline	Gruntz	2	thunk(2)
87	gruntwingztimesprite	0x0007fbe0	0x0007fcbd	cmdline	Gruntz	2	thunk(2)
